Price,Open,High,Low,Adj Close,Volume,Log Returns,Price Change,target
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,
Date,,,,,,,,
2020-01-03,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500,0.02920267893223429,0.8500003814697266,1
2020-01-06,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000,0.019071612174755247,0.5686664581298828,1
2020-01-07,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500,0.03806670586808656,1.167999267578125,1
2020-01-08,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500,0.048032568493066904,1.5386676788330078,0
2020-01-09,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000,-0.022189385476863444,-0.720001220703125,0
2020-01-10,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500,-0.006649355680979626,-0.21266555786132812,1
2020-01-13,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,0.09320702322102224,3.1139984130859375,1
2020-01-14,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000,0.024578286172624794,0.87066650390625,0
2020-01-15,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,-0.03676981311758122,-1.2946662902832031,0
2020-01-16,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,-0.00970946227670784,-0.3339996337890625,0
2020-01-17,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,-0.005839913304383257,-0.19933319091796875,1
2020-01-21,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,0.06942373110021945,2.446666717529297,1
2020-01-22,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000,0.04004983514491321,1.4906692504882812,1
2020-01-23,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,294765000,0.004624413044606698,0.17599868774414062,0
2020-01-24,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000,-0.012981499419033645,-0.4920005798339844,0
2020-01-27,36.132667541503906,37.62933349609375,35.95199966430664,37.201332092285156,204121500,-0.012112331857897394,-0.4533348083496094,1
2020-01-28,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,176827500,0.01578809278786119,0.5919990539550781,1
2020-01-29,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,0.02455066473079113,0.9393348693847656,1
2020-01-30,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,0.09799952270077929,3.9880027770996094,1
2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,0.015115867923964223,0.650665283203125,1
2020-02-03,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000,0.18144500086765858,8.628665924072266,1
2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,0.1286186970285338,7.137332916259766,0
2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,-0.18845037343186985,-10.157333374023438,1
2020-02-06,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,598212000,0.019223358515689473,0.9506683349609375,0
2020-02-07,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500,-0.0011890304222129079,-0.05933380126953125,1
2020-02-10,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000,0.030554904345579816,1.547332763671875,1
2020-02-11,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,0.0040112052857509935,0.2066650390625,0
2020-02-12,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500,-0.009197828567077742,-0.47266387939453125,1
2020-02-13,49.45600128173828,54.53333282470703,49.0,53.599998474121094,394339500,0.04673438827304504,2.4473304748535156,0
2020-02-14,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500,-0.004949986662921484,-0.2646636962890625,1
2020-02-18,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500,0.0704209168261074,3.8913307189941406,1
2020-02-19,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000,0.06649517653196184,3.9346656799316406,0
2020-02-20,60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,264523500,-0.019826354777620056,-1.2006645202636719,1
2020-02-21,60.46533203125,60.87066650390625,58.6966667175293,60.06666564941406,214722000,0.0017662480443414094,0.10599899291992188,0
2020-02-24,55.93333435058594,57.56666564941406,54.813331604003906,55.58599853515625,227883000,-0.07752369493467591,-4.4806671142578125,0
2020-02-25,56.599998474121094,57.106666564941406,52.46666717529297,53.32733154296875,259357500,-0.041482357972054684,-2.2586669921875,0
2020-02-26,52.16666793823242,54.22066879272461,51.740665435791016,51.91999816894531,211282500,-0.026744949535016983,-1.4073333740234375,0
2020-02-27,48.66666793823242,49.31800079345703,44.599998474121094,45.266666412353516,364158000,-0.13713311629061195,-6.653331756591797,0
2020-02-28,41.97999954223633,46.03466796875,40.768001556396484,44.53266525268555,363343500,-0.016347950327421108,-0.7340011596679688,1
2020-03-02,47.41733169555664,49.5793342590332,45.77799987792969,49.574668884277344,302925000,0.1072570247859105,5.042003631591797,1
2020-03-03,53.66666793823242,53.798667907714844,47.740665435791016,49.70066833496094,386760000,0.0025383850988232293,0.12599945068359375,1
2020-03-04,50.930667877197266,51.10133361816406,48.31533432006836,49.96666717529297,225735000,0.005337746224066965,0.26599884033203125,0
2020-03-05,48.2513313293457,49.71666717529297,47.871334075927734,48.30266571044922,162790500,-0.033869376791647296,-1.66400146484375,0
2020-03-06,46.0,47.133331298828125,45.61800003051758,46.89866638183594,189943500,-0.029497510135476336,-1.4039993286132812,0
2020-03-09,40.35933303833008,44.20000076293945,40.33333206176758,40.53333282470703,256105500,-0.14586457137702016,-6.365333557128906,1
2020-03-10,43.96200180053711,44.53333282470703,40.53333282470703,43.02199935913086,233916000,0.059586929551683376,2.488666534423828,0
2020-03-11,42.68000030517578,43.571998596191406,40.866668701171875,42.28200149536133,199837500,-0.01735009892797303,-0.7399978637695312,0
2020-03-12,38.72600173950195,39.633331298828125,36.41666793823242,37.369998931884766,283636500,-0.12349328402408655,-4.9120025634765625,0
2020-03-13,39.66666793823242,40.50466537475586,33.46666717529297,36.44133377075195,339604500,-0.02516454136147571,-0.9286651611328125,0
2020-03-16,31.299999237060547,32.9913330078125,29.47800064086914,29.67133331298828,307342500,-0.20552230217550044,-6.770000457763672,0
2020-03-17,29.333999633789062,31.456666946411133,26.399999618530273,28.68000030517578,359919000,-0.03398134500612111,-0.9913330078125,0
2020-03-18,25.933332443237305,26.99066734313965,23.367332458496094,24.08133316040039,356793000,-0.17476304366003273,-4.598667144775391,1
2020-03-19,24.979999542236328,30.133333206176758,23.8973331451416,28.50933265686035,452932500,0.16879451260286096,4.427999496459961,0
2020-03-20,29.213333129882812,31.799999237060547,28.38599967956543,28.50200080871582,424282500,-0.00025720668994270134,-0.00733184814453125,1
2020-03-23,28.906667709350586,29.46666717529297,27.366666793823242,28.952667236328125,246817500,0.015688043665694176,0.4506664276123047,1
2020-03-24,31.81999969482422,34.24599838256836,31.600000381469727,33.66666793823242,343428000,0.15084593365171223,4.714000701904297,1
2020-03-25,36.349998474121094,37.133331298828125,34.07400131225586,35.95000076293945,318340500,0.06562083944686455,2.2833328247070312,0
2020-03-26,36.49266815185547,37.33333206176758,34.150001525878906,35.21066665649414,260710500,-0.0207800386755252,-0.7393341064453125,0
2020-03-27,33.66666793823242,35.0533332824707,32.935333251953125,34.29066848754883,215661000,-0.026475805312348537,-0.9199981689453125,0
2020-03-30,34.017333984375,34.44333267211914,32.7486686706543,33.47533416748047,179971500,-0.024064387275638185,-0.8153343200683594,1
2020-03-31,33.41666793823242,36.19733428955078,33.133331298828125,34.93333435058594,266572500,0.04263263821287683,1.4580001831054688,0
2020-04-01,33.599998474121094,34.26333236694336,31.67333221435547,32.104000091552734,200298000,-0.08446087652228773,-2.829334259033203,0
2020-04-02,32.068668365478516,32.95066833496094,29.760000228881836,30.29800033569336,297876000,-0.057898921000518445,-1.805999755859375,1
2020-04-03,33.96666717529297,34.36600112915039,31.22599983215332,32.000667572021484,338431500,0.05467504939194526,1.702667236328125,1
2020-04-06,34.08000183105469,34.733333587646484,33.19733428955078,34.41600036621094,223527000,0.07276481895829454,2.415332794189453,1
2020-04-07,36.33333206176758,37.66666793823242,35.48933410644531,36.36333465576172,268797000,0.05503939414254686,1.9473342895507812,1
2020-04-08,36.9466667175293,37.14733123779297,35.55533218383789,36.589332580566406,189840000,0.006195761068727163,0.2259979248046875,1
2020-04-09,37.4726676940918,38.345333099365234,37.14066696166992,38.20000076293945,204750000,0.043078797207400474,1.6106681823730469,1
2020-04-13,39.34400177001953,43.46666717529297,38.70199966430664,43.39666748046875,337131000,0.12754711640906993,5.196666717529297,1
2020-04-14,46.597999572753906,49.45866775512695,46.1619987487793,47.32600021362305,458647500,0.0866771798728856,3.929332733154297,1
2020-04-15,49.46666717529297,50.20866775512695,47.33333206176758,48.65533447265625,353655000,0.02770162075738181,1.3293342590332031,1
2020-04-16,47.79600143432617,50.630001068115234,47.11466598510742,49.680667877197266,309868500,0.020854428493631318,1.0253334045410156,1
2020-04-17,51.48533248901367,51.663333892822266,49.84400177001953,50.259334564208984,196923000,0.011580411041559343,0.5786666870117188,0
2020-04-20,48.8466682434082,51.03799819946289,47.48066711425781,49.75733184814453,221199000,-0.010038465581097953,-0.5020027160644531,0
2020-04-21,48.67466735839844,50.22200012207031,44.919334411621094,45.781333923339844,303136500,-0.08328137479063667,-3.9759979248046875,1
2020-04-22,46.93199920654297,48.93333435058594,45.91400146484375,48.807334899902344,212482500,0.06400415510269586,3.0260009765625,0
2020-04-23,48.50666809082031,48.93333435058594,46.87533187866211,47.04199981689453,198550500,-0.036839791089286374,-1.7653350830078125,1
2020-04-24,47.387332916259766,48.71533203125,46.54533386230469,48.34333419799805,198180000,0.02728753098899391,1.3013343811035156,1
2020-04-27,49.17399978637695,53.29933166503906,49.0,53.25,310221000,0.09666945779957149,4.906665802001953,0
2020-04-28,53.042667388916016,53.66666793823242,50.44599914550781,51.27466583251953,228330000,-0.037801017814305886,-1.9753341674804688,1
2020-04-29,52.678001403808594,53.54666519165039,52.21066665649414,53.367332458496094,243240000,0.040002020280935593,2.0926666259765625,0
2020-04-30,57.01266860961914,57.987998962402344,50.900001525878906,52.12533187866211,427078500,-0.023547759980736722,-1.2420005798339844,0
2020-05-01,50.33333206176758,51.518001556396484,45.5359992980957,46.75466537475586,487977000,-0.10873700220740792,-5.37066650390625,1
2020-05-04,46.733333587646484,50.79999923706055,46.53333282470703,50.74599838256836,288556500,0.0819187203405193,3.9913330078125,1
2020-05-05,52.65266799926758,53.26133346557617,50.8120002746582,51.2140007019043,254875500,0.009180180665024101,0.4680023193359375,1
2020-05-06,51.766666412353516,52.6533317565918,50.740665435791016,52.172000885009766,166848000,0.018533023597782732,0.9580001831054688,0
2020-05-07,51.81399917602539,53.09333419799805,51.4900016784668,52.00266647338867,172915500,-0.003250973870209664,-0.16933441162109375,1
2020-05-08,52.917999267578125,54.93333435058594,52.46733474731445,54.62799835205078,241297500,0.04925154604829151,2.6253318786621094,0
2020-05-11,52.70066833496094,54.93333435058594,52.33333206176758,54.08599853515625,247794000,-0.009971196406895207,-0.5419998168945312,0
2020-05-12,55.133331298828125,56.21933364868164,53.866668701171875,53.96066665649414,238603500,-0.0023199593370761967,-0.12533187866210938,0
2020-05-13,54.72200012207031,55.06666564941406,50.88666534423828,52.73066711425781,285982500,-0.02305818093053759,-1.2299995422363281,1
2020-05-14,52.0,53.557334899902344,50.93333435058594,53.55533218383789,205233000,0.015518160889563192,0.8246650695800781,0
2020-05-15,52.689998626708984,53.66999816894531,52.436668395996094,53.27799987792969,157776000,-0.005191880165631997,-0.2773323059082031,1
2020-05-18,55.185333251953125,55.64799880981445,53.59199905395508,54.242000579833984,174987000,0.01793204109959487,0.9640007019042969,0
2020-05-19,54.34466552734375,54.80466842651367,53.73866653442383,53.867332458496094,144547500,-0.0069313094591098995,-0.3746681213378906,1
2020-05-20,54.70000076293945,55.06666564941406,54.119998931884766,54.37066650390625,109639500,0.00930057241369536,0.5033340454101562,1
2020-05-21,54.400001525878906,55.5,53.06666564941406,55.17333221435547,183819000,0.014654934735012084,0.8026657104492188,0
2020-05-22,54.81133270263672,55.45199966430664,54.133331298828125,54.45866775512695,149812500,-0.013037700356063059,-0.7146644592285156,1
2020-05-26,55.633331298828125,55.63999938964844,54.38066864013672,54.591331481933594,121345500,0.002433081947381517,0.13266372680664062,1
2020-05-27,54.7239990234375,55.180667877197266,52.33333206176758,54.68199920654297,173242500,0.001659467041868106,0.090667724609375,0
2020-05-28,54.23400115966797,54.983333587646484,53.44599914550781,53.72066879272461,108834000,-0.017736751939729612,-0.9613304138183594,1
2020-05-29,53.91666793823242,55.66666793823242,53.61399841308594,55.66666793823242,176467500,0.035583725409644835,1.9459991455078125,1
2020-06-01,57.20000076293945,59.93333435058594,56.939998626708984,59.87333297729492,224092500,0.07284966703702293,4.2066650390625,0
2020-06-02,59.64666748046875,60.57733154296875,58.06666564941406,58.770668029785156,203484000,-0.018588326218028427,-1.1026649475097656,1
2020-06-03,59.20800018310547,59.862667083740234,58.67333221435547,58.86399841308594,119242500,0.0015867839932886055,0.09333038330078125,0
2020-06-04,59.32533264160156,59.71666717529297,57.229331970214844,57.62533187866211,133315500,-0.02126741082055923,-1.2386665344238281,1
2020-06-05,58.522666931152344,59.10133361816406,57.746665954589844,59.04399871826172,117178500,0.024320646383694,1.4186668395996094,1
2020-06-08,61.266666412353516,63.33333206176758,60.61066818237305,63.327999114990234,212620500,0.07004464847857836,4.284000396728516,0
2020-06-09,62.66733169555664,63.62933349609375,61.595333099365234,62.711334228515625,170823000,-0.00978535494822048,-0.6166648864746094,1
2020-06-10,66.12533569335938,68.49866485595703,65.5,68.336669921875,278451000,0.08590431690632504,5.625335693359375,0
2020-06-11,66.01333618164062,67.9306640625,64.80000305175781,64.85600280761719,238747500,-0.052277046427824686,-3.4806671142578125,0
2020-06-12,65.33333587646484,65.8653335571289,60.84000015258789,62.35200119018555,251451000,-0.03937370329089697,-2.5040016174316406,1
2020-06-15,61.18600082397461,66.5893325805664,60.56666564941406,66.05999755859375,235458000,0.05776761532071402,3.707996368408203,0
